n_h,scaling_factor,learning_rate,num_iterations,cost,accuracy
12,0.1,1.5,5000,1.178595,29.063
12,0.1,1.5,7000,1.165473,21.25
12,0.1,1.5,10000,1.134922,43.75
12,0.1,1.5,15000,1.137627,10
12,0.1,1.5,20000,1.109193,44.062
12,0.1,1.5,30000,1.121202,28.125
12,0.1,1.5,50000,1.115833,42.812
12,0.1,1.8,500,1.354702,29.688
12,0.1,1.8,1000,1.241629,40
12,0.1,1.8,2000,1.246851,13.75
12,0.1,1.8,3000,1.222928,41.875
12,0.1,1.8,5000,1.141499,45.312
12,0.1,1.8,7000,1.162665,42.188
12,0.1,1.8,10000,1.111229,42.812
12,0.1,1.8,15000,1.141776,36.25
12,0.1,1.8,20000,1.135351,45
12,0.1,1.8,30000,1.104375,40
12,0.1,1.8,50000,1.120982,42.188
12,0.3,0.03,500,1.693416,39.062
12,0.3,0.03,1000,1.627467,40.938
12,0.3,0.03,2000,1.567276,46.875
12,0.3,0.03,3000,1.514057,39.688
12,0.3,0.03,5000,1.487482,46.875
12,0.3,0.03,7000,1.430443,36.25
12,0.3,0.03,10000,1.408643,41.875
12,0.3,0.03,15000,1.368571,36.875
12,0.3,0.03,20000,1.330511,29.375
12,0.3,0.03,30000,1.294023,29.375
12,0.3,0.03,50000,1.30748,12.812
12,0.3,0.1,500,1.592052,38.438
12,0.3,0.1,1000,1.545249,29.688
12,0.3,0.1,2000,1.445623,41.25
12,0.3,0.1,3000,1.404518,26.875
12,0.3,0.1,5000,1.374255,16.562
12,0.3,0.1,7000,1.325652,52.812
12,0.3,0.1,10000,1.300355,39.375
12,0.3,0.1,15000,1.288763,38.125
12,0.3,0.1,20000,1.23745,25.625
12,0.3,0.1,30000,1.253729,16.875
12,0.3,0.1,50000,1.192493,48.125
12,0.3,0.3,500,1.480403,39.688
12,0.3,0.3,1000,1.425057,50.313
12,0.3,0.3,2000,1.339939,46.562
12,0.3,0.3,3000,1.324641,39.375
12,0.3,0.3,5000,1.259712,25.625
12,0.3,0.3,7000,1.19239,40.938
12,0.3,0.3,10000,1.260644,36.562
12,0.3,0.3,15000,1.176239,45
12,0.3,0.3,20000,1.198214,45.938
12,0.3,0.3,30000,1.153812,34.688
12,0.3,0.3,50000,1.165202,39.688
12,0.3,0.5,500,1.43617,39.375
12,0.3,0.5,1000,1.36785,20.625
12,0.3,0.5,2000,1.302637,49.062
12,0.3,0.5,3000,1.264266,24.688
12,0.3,0.5,5000,1.218835,44.375
12,0.3,0.5,7000,1.216767,35.625
12,0.3,0.5,10000,1.211152,38.75
12,0.3,0.5,15000,1.182037,51.875
12,0.3,0.5,20000,1.171141,46.562
12,0.3,0.5,30000,1.176916,26.25
12,0.3,0.5,50000,1.168358,20.312
12,0.3,0.7,500,1.411107,42.812
12,0.3,0.7,1000,1.341276,48.438
12,0.3,0.7,2000,1.265704,39.688
12,0.3,0.7,3000,1.232566,16.25
12,0.3,0.7,5000,1.253614,42.812
12,0.3,0.7,7000,1.142836,29.688
12,0.3,0.7,10000,1.20737,40.312
12,0.3,0.7,15000,1.203996,19.688
12,0.3,0.7,20000,1.166316,23.438
12,0.3,0.7,30000,1.153382,40
12,0.3,0.7,50000,1.145267,41.25
12,0.3,0.9,500,1.368589,44.375
12,0.3,0.9,1000,1.321823,47.188
12,0.3,0.9,2000,1.255042,43.75
12,0.3,0.9,3000,1.248201,22.812
12,0.3,0.9,5000,1.244184,35.625
12,0.3,0.9,7000,1.192474,36.875
12,0.3,0.9,10000,1.203852,49.688
12,0.3,0.9,15000,1.151705,35.938
12,0.3,0.9,20000,1.124069,37.188
12,0.3,0.9,30000,1.109598,33.125
12,0.3,0.9,50000,1.080361,40.312
12,0.3,1.1,500,1.404181,37.5
12,0.3,1.1,1000,1.300374,46.875
12,0.3,1.1,2000,1.245549,40.625
12,0.3,1.1,3000,1.194432,40.938
12,0.3,1.1,5000,1.172224,8.75
12,0.3,1.1,7000,1.149211,35.625
12,0.3,1.1,10000,1.204702,35.625
12,0.3,1.1,15000,1.190968,40.625
12,0.3,1.1,20000,1.119183,34.062
12,0.3,1.1,30000,1.13141,35.312
12,0.3,1.1,50000,1.086245,41.875
12,0.3,1.3,500,1.337268,32.188
12,0.3,1.3,1000,1.287265,38.125
12,0.3,1.3,2000,1.268649,38.125
12,0.3,1.3,3000,1.219975,42.188
12,0.3,1.3,5000,1.18704,38.75
12,0.3,1.3,7000,1.18671,40.312
12,0.3,1.3,10000,1.188217,43.438
12,0.3,1.3,15000,1.1271,24.375
12,0.3,1.3,20000,1.14704,41.25
12,0.3,1.3,30000,1.12791,43.75
12,0.3,1.3,50000,1.130118,39.688
12,0.3,1.5,500,1.372456,46.25
12,0.3,1.5,1000,1.264205,42.188
12,0.3,1.5,2000,1.243859,43.75
12,0.3,1.5,3000,1.231881,28.125
12,0.3,1.5,5000,1.224171,39.062
12,0.3,1.5,7000,1.225501,35.312
12,0.3,1.5,10000,1.134241,34.062
12,0.3,1.5,15000,1.164933,42.188
12,0.3,1.5,20000,1.127656,47.188
12,0.3,1.5,30000,1.133752,31.562
12,0.3,1.5,50000,1.108362,38.438
12,0.3,1.8,500,1.336192,29.375
12,0.3,1.8,1000,1.223563,20
12,0.3,1.8,2000,1.244423,39.688
12,0.3,1.8,3000,1.215606,16.562
12,0.3,1.8,5000,1.145001,44.062
12,0.3,1.8,7000,1.17853,44.688
12,0.3,1.8,10000,1.149351,39.375
12,0.3,1.8,15000,1.168981,17.5
12,0.3,1.8,20000,1.142976,42.812
12,0.3,1.8,30000,1.095061,50.938
12,0.3,1.8,50000,1.105287,45.625
12,1,0.03,500,1.838889,36.875
12,1,0.03,1000,1.755908,35.625
12,1,0.03,2000,1.598187,34.375
12,1,0.03,3000,1.592921,44.062
12,1,0.03,5000,1.55858,41.875
12,1,0.03,7000,1.513838,50.313
12,1,0.03,10000,1.441414,43.125
12,1,0.03,15000,1.414933,42.188
12,1,0.03,20000,1.3635,47.812
12,1,0.03,30000,1.327478,36.562
12,1,0.03,50000,1.289224,50.313
12,1,0.1,500,1.632195,49.062
12,1,0.1,1000,1.545468,31.875
12,1,0.1,2000,1.51469,14.062
12,1,0.1,3000,1.437552,22.5
12,1,0.1,5000,1.353798,41.25
12,1,0.1,7000,1.354415,36.875
12,1,0.1,10000,1.356304,51.562
12,1,0.1,15000,1.338236,28.438
12,1,0.1,20000,1.308657,49.375
12,1,0.1,30000,1.281366,47.812
12,1,0.1,50000,1.199523,49.375
12,1,0.3,500,1.527073,37.188
12,1,0.3,1000,1.45569,47.5
12,1,0.3,2000,1.383754,37.812
12,1,0.3,3000,1.388949,28.75
12,1,0.3,5000,1.297191,50.625
12,1,0.3,7000,1.240045,41.25
12,1,0.3,10000,1.253522,38.125
12,1,0.3,15000,1.217402,50.625
12,1,0.3,20000,1.256176,37.812
12,1,0.3,30000,1.195849,44.688
12,1,0.3,50000,1.216587,35
12,1,0.5,500,1.496101,44.688
12,1,0.5,1000,1.434733,26.562
12,1,0.5,2000,1.374862,35.625
12,1,0.5,3000,1.316803,35.625
12,1,0.5,5000,1.319002,31.875
12,1,0.5,7000,1.319375,36.25
12,1,0.5,10000,1.255191,23.125
12,1,0.5,15000,1.207581,37.188
12,1,0.5,20000,1.17577,45.625
12,1,0.5,30000,1.194333,37.188
12,1,0.5,50000,1.152798,42.188
12,1,0.7,500,1.458515,50.938
12,1,0.7,1000,1.376364,37.812
12,1,0.7,2000,1.357782,42.812
12,1,0.7,3000,1.273571,41.562
12,1,0.7,5000,1.232411,49.375
12,1,0.7,7000,1.223712,42.188
12,1,0.7,10000,1.274011,46.25
12,1,0.7,15000,1.150131,44.375
12,1,0.7,20000,1.190474,33.125
12,1,0.7,30000,1.204234,41.562
12,1,0.7,50000,1.137073,37.5
12,1,0.9,500,1.409923,28.438
12,1,0.9,1000,1.385251,37.188
12,1,0.9,2000,1.35331,39.062
12,1,0.9,3000,1.288566,42.812
12,1,0.9,5000,1.271516,40.938
12,1,0.9,7000,1.272504,48.75
12,1,0.9,10000,1.250905,42.188
12,1,0.9,15000,1.175352,47.812
12,1,0.9,20000,1.249427,40
12,1,0.9,30000,1.239523,20.938
12,1,0.9,50000,1.150147,48.125
12,1,1.1,500,1.437389,42.5
12,1,1.1,1000,1.314468,39.062
12,1,1.1,2000,1.276114,30
12,1,1.1,3000,1.249713,38.438
12,1,1.1,5000,1.287257,44.688
12,1,1.1,7000,1.244668,41.25
12,1,1.1,10000,1.210748,41.875
12,1,1.1,15000,1.233137,45
12,1,1.1,20000,1.182695,43.438
12,1,1.1,30000,1.205004,38.125
12,1,1.1,50000,1.132819,44.688
12,1,1.3,500,1.41764,48.125
12,1,1.3,1000,1.321676,50.313
12,1,1.3,2000,1.223455,40.625
12,1,1.3,3000,1.261583,47.188
12,1,1.3,5000,1.224876,37.188
12,1,1.3,7000,1.222737,42.5
12,1,1.3,10000,1.196529,49.062
12,1,1.3,15000,1.247422,32.812
12,1,1.3,20000,1.12822,42.5
12,1,1.3,30000,1.171781,39.062
12,1,1.3,50000,1.16691,44.375
12,1,1.5,500,1.364682,31.562
12,1,1.5,1000,1.287813,6.875
12,1,1.5,2000,1.329931,45
12,1,1.5,3000,1.291255,41.25
12,1,1.5,5000,1.215029,49.062
12,1,1.5,7000,1.136624,39.062
12,1,1.5,10000,1.184284,36.25
12,1,1.5,15000,1.241236,48.125
12,1,1.5,20000,1.155186,47.5
12,1,1.5,30000,1.118313,45.938
12,1,1.5,50000,1.09153,49.375
12,1,1.8,500,1.389348,39.062
12,1,1.8,1000,1.341134,49.688
12,1,1.8,2000,1.240733,39.688
12,1,1.8,3000,1.2384,39.688
12,1,1.8,5000,1.184434,8.125
12,1,1.8,7000,1.189521,44.688
12,1,1.8,10000,1.235365,29.063
12,1,1.8,15000,1.165491,31.25
12,1,1.8,20000,1.181595,39.062
12,1,1.8,30000,1.209127,50.938
12,1,1.8,50000,1.173409,35
15,0.001,0.03,500,1.966762,44.062
15,0.001,0.03,1000,1.739237,43.75
15,0.001,0.03,2000,1.654714,47.188
15,0.001,0.03,3000,1.613805,33.75
15,0.001,0.03,5000,1.558179,33.75
15,0.001,0.03,7000,1.503408,33.125
15,0.001,0.03,10000,1.465369,47.5
15,0.001,0.03,15000,1.387559,47.5
15,0.001,0.03,20000,1.306738,50.625
15,0.001,0.03,30000,1.266717,51.875
15,0.001,0.03,50000,1.132441,42.188
15,0.001,0.1,500,1.678506,45.625
15,0.001,0.1,1000,1.612703,37.5
15,0.001,0.1,2000,1.524258,40.938
15,0.001,0.1,3000,1.459554,45
15,0.001,0.1,5000,1.368223,50.938
15,0.001,0.1,7000,1.282343,43.438
15,0.001,0.1,10000,1.232855,46.875
15,0.001,0.1,15000,1.158859,44.062
15,0.001,0.1,20000,1.12383,37.5
15,0.001,0.1,30000,1.068961,50.938
15,0.001,0.1,50000,1.038646,48.75
15,0.001,0.3,500,1.571438,37.812
15,0.001,0.3,1000,1.425496,51.875
15,0.001,0.3,2000,1.296117,34.062
15,0.001,0.3,3000,1.246151,46.875
15,0.001,0.3,5000,1.146202,40.938
15,0.001,0.3,7000,1.099986,49.375
15,0.001,0.3,10000,1.151007,42.5
15,0.001,0.3,15000,1.100033,40
15,0.001,0.3,20000,1.09305,22.5
15,0.001,0.3,30000,1.002667,32.188
15,0.001,0.3,50000,1.024061,43.438
15,0.001,0.5,500,1.482568,44.688
15,0.001,0.5,1000,1.333068,45
15,0.001,0.5,2000,1.242321,47.5
15,0.001,0.5,3000,1.152627,46.875
15,0.001,0.5,5000,1.159667,49.688
15,0.001,0.5,7000,1.112953,28.75
15,0.001,0.5,10000,1.07579,30.938
15,0.001,0.5,15000,1.009637,48.438
15,0.001,0.5,20000,1.070838,38.75
15,0.001,0.5,30000,0.976324,30
15,0.001,0.5,50000,0.939704,29.375
15,0.001,0.7,500,1.433783,37.812
15,0.001,0.7,1000,1.272164,42.5
15,0.001,0.7,2000,1.178648,51.875
15,0.001,0.7,3000,1.14657,35.625
15,0.001,0.7,5000,1.107221,41.25
15,0.001,0.7,7000,1.06026,39.688
15,0.001,0.7,10000,1.020386,50
15,0.001,0.7,15000,1.000618,45.625
15,0.001,0.7,20000,0.975145,42.812
15,0.001,0.7,30000,0.992217,43.125
15,0.001,0.7,50000,0.954127,48.438
15,0.001,0.9,500,1.359319,49.375
15,0.001,0.9,1000,1.241298,50
15,0.001,0.9,2000,1.113753,33.438
15,0.001,0.9,3000,1.076998,41.875
15,0.001,0.9,5000,1.109707,43.125
15,0.001,0.9,7000,1.061291,47.188
15,0.001,0.9,10000,1.014716,29.375
15,0.001,0.9,15000,1.029727,44.375
15,0.001,0.9,20000,0.984667,42.812
15,0.001,0.9,30000,1.033399,39.062
15,0.001,0.9,50000,0.988387,18.125
15,0.001,1.1,500,1.350089,47.812
15,0.001,1.1,1000,1.234276,49.062
15,0.001,1.1,2000,1.146317,46.875
15,0.001,1.1,3000,1.098047,44.375
15,0.001,1.1,5000,1.146751,50.313
15,0.001,1.1,7000,1.094808,43.125
15,0.001,1.1,10000,1.048349,42.5
15,0.001,1.1,15000,0.959949,42.5
15,0.001,1.1,20000,0.950906,47.188
15,0.001,1.1,30000,1.019983,40.938
15,0.001,1.1,50000,0.944134,37.188
15,0.001,1.3,500,1.341384,47.5
15,0.001,1.3,1000,1.195426,43.438
15,0.001,1.3,2000,1.109882,30
15,0.001,1.3,3000,1.126997,50
15,0.001,1.3,5000,1.054148,43.125
15,0.001,1.3,7000,1.036853,37.812
15,0.001,1.3,10000,1.0281,44.375
15,0.001,1.3,15000,1.004795,47.812
15,0.001,1.3,20000,1.009162,43.438
15,0.001,1.3,30000,1.011266,46.562
15,0.001,1.3,50000,0.988688,42.188
15,0.001,1.5,500,1.28445,49.062
15,0.001,1.5,1000,1.190262,48.125
15,0.001,1.5,2000,1.133208,37.188
15,0.001,1.5,3000,1.167152,36.25
15,0.001,1.5,5000,1.05227,39.375
15,0.001,1.5,7000,1.036535,44.062
15,0.001,1.5,10000,1.017684,35.938
15,0.001,1.5,15000,0.947837,44.688
15,0.001,1.5,20000,0.970521,41.25
15,0.001,1.5,30000,0.958346,39.688
15,0.001,1.5,50000,0.918656,39.375
15,0.001,1.8,500,1.293987,52.5
15,0.001,1.8,1000,1.194643,50
15,0.001,1.8,2000,1.118853,45
15,0.001,1.8,3000,1.093598,40.312
15,0.001,1.8,5000,1.068216,45.625
15,0.001,1.8,7000,1.003671,29.063
15,0.001,1.8,10000,0.99189,41.25
15,0.001,1.8,15000,0.990652,42.5
15,0.001,1.8,20000,1.003809,47.812
15,0.001,1.8,30000,0.937547,36.25
15,0.001,1.8,50000,0.995912,36.25
15,0.003,0.03,500,1.870737,44.688
15,0.003,0.03,1000,1.718017,43.125
15,0.003,0.03,2000,1.631303,34.062
15,0.003,0.03,3000,1.595962,33.75
15,0.003,0.03,5000,1.543542,33.75
15,0.003,0.03,7000,1.505841,36.562
15,0.003,0.03,10000,1.454356,44.688
15,0.003,0.03,15000,1.385982,39.062
15,0.003,0.03,20000,1.317396,42.5
15,0.003,0.03,30000,1.25352,50.313
15,0.003,0.03,50000,1.148508,24.375
15,0.003,0.1,500,1.662885,40.312
15,0.003,0.1,1000,1.586002,32.812
15,0.003,0.1,2000,1.499693,39.375
15,0.003,0.1,3000,1.459529,34.375
15,0.003,0.1,5000,1.336365,41.562
15,0.003,0.1,7000,1.251509,45.938
15,0.003,0.1,10000,1.200618,42.5
15,0.003,0.1,15000,1.19859,47.812
15,0.003,0.1,20000,1.103297,11.25
15,0.003,0.1,30000,1.075605,41.562
15,0.003,0.1,50000,1.119972,51.562
15,0.003,0.3,500,1.547641,33.438
15,0.003,0.3,1000,1.431035,43.75
15,0.003,0.3,2000,1.331067,45
15,0.003,0.3,3000,1.261241,23.75
15,0.003,0.3,5000,1.154733,44.375
15,0.003,0.3,7000,1.103501,34.375
15,0.003,0.3,10000,1.118257,35.938
15,0.003,0.3,15000,1.108231,45
15,0.003,0.3,20000,1.081585,21.25
15,0.003,0.3,30000,1.036582,43.125
15,0.003,0.3,50000,1.014204,42.5
15,0.003,0.5,500,1.473438,44.375
15,0.003,0.5,1000,1.3529,46.25
15,0.003,0.5,2000,1.241444,38.438
15,0.003,0.5,3000,1.186908,47.188
15,0.003,0.5,5000,1.103072,45.312
15,0.003,0.5,7000,1.129438,31.562
15,0.003,0.5,10000,1.061388,39.062
15,0.003,0.5,15000,1.063541,42.188
15,0.003,0.5,20000,0.985022,16.875
15,0.003,0.5,30000,1.055012,45.312
15,0.003,0.5,50000,0.986745,31.875
15,0.003,0.7,500,1.415353,33.75
15,0.003,0.7,1000,1.293708,49.375
15,0.003,0.7,2000,1.179803,40.938
15,0.003,0.7,3000,1.139065,45.938
15,0.003,0.7,5000,1.057212,14.062
15,0.003,0.7,7000,1.066249,39.688
15,0.003,0.7,10000,1.02806,43.125
15,0.003,0.7,15000,1.015559,43.75
15,0.003,0.7,20000,1.014247,45.312
15,0.003,0.7,30000,0.993495,41.562
15,0.003,0.7,50000,1.016483,25
15,0.003,0.9,500,1.391311,41.25
15,0.003,0.9,1000,1.264414,37.188
15,0.003,0.9,2000,1.174165,22.5
15,0.003,0.9,3000,1.127352,44.062
15,0.003,0.9,5000,1.088812,44.375
15,0.003,0.9,7000,1.091515,41.875
15,0.003,0.9,10000,1.022403,40.938
15,0.003,0.9,15000,1.054013,50.938
15,0.003,0.9,20000,0.972788,30
15,0.003,0.9,30000,0.986019,41.562
15,0.003,0.9,50000,0.944562,42.812
15,0.003,1.1,500,1.48425,41.875
15,0.003,1.1,1000,1.214334,28.438
15,0.003,1.1,2000,1.157644,39.062
15,0.003,1.1,3000,1.125468,44.688
15,0.003,1.1,5000,1.108105,43.438
15,0.003,1.1,7000,1.073295,16.562
15,0.003,1.1,10000,1.016499,45.625
15,0.003,1.1,15000,1.018442,32.5
15,0.003,1.1,20000,1.030762,40.312
15,0.003,1.1,30000,1.010499,19.688
15,0.003,1.1,50000,0.99918,47.812
15,0.003,1.3,500,1.31983,46.25
15,0.003,1.3,1000,1.26165,38.125
15,0.003,1.3,2000,1.098241,49.062
15,0.003,1.3,3000,1.050321,44.062
15,0.003,1.3,5000,1.129615,47.812
15,0.003,1.3,7000,1.043206,37.188
15,0.003,1.3,10000,0.984954,45.312
15,0.003,1.3,15000,1.00914,44.375
15,0.003,1.3,20000,0.982408,21.25
15,0.003,1.3,30000,0.974449,43.125
15,0.003,1.3,50000,0.965686,44.375
15,0.003,1.5,500,1.288431,44.375
15,0.003,1.5,1000,1.14556,34.688
15,0.003,1.5,2000,1.075678,43.75
15,0.003,1.5,3000,1.12692,43.75
15,0.003,1.5,5000,1.057354,42.5
15,0.003,1.5,7000,1.03298,32.188
15,0.003,1.5,10000,1.049785,25.938
15,0.003,1.5,15000,0.998918,28.438
15,0.003,1.5,20000,0.98089,40
15,0.003,1.5,30000,0.940561,40.625
15,0.003,1.5,50000,0.983285,40
15,0.003,1.8,500,1.293201,31.562
15,0.003,1.8,1000,1.185893,48.125
15,0.003,1.8,2000,1.143494,52.812
15,0.003,1.8,3000,1.093055,46.25
15,0.003,1.8,5000,1.053269,24.688
15,0.003,1.8,7000,1.057423,48.75
15,0.003,1.8,10000,1.021571,37.5
15,0.003,1.8,15000,0.98459,42.812
15,0.003,1.8,20000,0.968728,34.375
15,0.003,1.8,30000,0.935084,35.938
15,0.003,1.8,50000,0.963029,34.375
15,0.01,0.03,500,1.790277,40.625
15,0.01,0.03,1000,1.6862,44.688
15,0.01,0.03,2000,1.613482,33.438
15,0.01,0.03,3000,1.581574,39.688
15,0.01,0.03,5000,1.524175,33.125
15,0.01,0.03,7000,1.47851,46.875
15,0.01,0.03,10000,1.413741,44.062
15,0.01,0.03,15000,1.37145,47.812
15,0.01,0.03,20000,1.301038,40.625
15,0.01,0.03,30000,1.269332,45.312
15,0.01,0.03,50000,1.180726,40.312
15,0.01,0.1,500,1.637198,35
15,0.01,0.1,1000,1.569461,34.062
15,0.01,0.1,2000,1.488933,36.562
15,0.01,0.1,3000,1.425615,35.312
15,0.01,0.1,5000,1.383383,49.062
15,0.01,0.1,7000,1.23864,43.125
15,0.01,0.1,10000,1.224074,32.812
15,0.01,0.1,15000,1.207344,45.312
15,0.01,0.1,20000,1.151229,44.375
15,0.01,0.1,30000,1.102554,50.313
15,0.01,0.1,50000,1.091747,48.438
15,0.01,0.3,500,1.520339,30.312
15,0.01,0.3,1000,1.414008,47.188
15,0.01,0.3,2000,1.32959,41.25
15,0.01,0.3,3000,1.22238,35.312
15,0.01,0.3,5000,1.151292,39.688
15,0.01,0.3,7000,1.101251,44.062
15,0.01,0.3,10000,1.133179,39.688
15,0.01,0.3,15000,1.051146,44.688
15,0.01,0.3,20000,1.097199,28.438
15,0.01,0.3,30000,1.045251,41.562
15,0.01,0.3,50000,1.017907,49.375
15,0.01,0.5,500,1.441272,46.25
15,0.01,0.5,1000,1.349748,44.688
15,0.01,0.5,2000,1.245829,39.375
15,0.01,0.5,3000,1.178044,36.562
15,0.01,0.5,5000,1.093404,30.625
15,0.01,0.5,7000,1.117595,45.625
15,0.01,0.5,10000,1.090576,46.562
15,0.01,0.5,15000,1.058104,47.188
15,0.01,0.5,20000,1.015944,33.75
15,0.01,0.5,30000,1.00899,43.125
15,0.01,0.5,50000,0.994335,12.188
15,0.01,0.7,500,1.425524,51.875
15,0.01,0.7,1000,1.273801,52.812
15,0.01,0.7,2000,1.212248,42.188
15,0.01,0.7,3000,1.12981,40.625
15,0.01,0.7,5000,1.118488,45
15,0.01,0.7,7000,1.07395,30.938
15,0.01,0.7,10000,1.043126,27.187
15,0.01,0.7,15000,1.051066,30.625
15,0.01,0.7,20000,1.032432,19.375
15,0.01,0.7,30000,0.960582,49.688
15,0.01,0.7,50000,0.951656,41.562
15,0.01,0.9,500,1.393551,45.312
15,0.01,0.9,1000,1.260285,50.313
15,0.01,0.9,2000,1.151201,43.438
15,0.01,0.9,3000,1.143733,39.375
15,0.01,0.9,5000,1.056269,37.5
15,0.01,0.9,7000,1.066192,43.125
15,0.01,0.9,10000,1.047474,42.812
15,0.01,0.9,15000,1.005046,45.312
15,0.01,0.9,20000,1.003213,42.188
15,0.01,0.9,30000,0.986808,35.938
15,0.01,0.9,50000,0.972031,34.375
15,0.01,1.1,500,1.357374,41.562
15,0.01,1.1,1000,1.202922,39.688
15,0.01,1.1,2000,1.177476,43.75
15,0.01,1.1,3000,1.096643,40
15,0.01,1.1,5000,1.126259,35
15,0.01,1.1,7000,1.003683,43.125
15,0.01,1.1,10000,1.06125,31.875
15,0.01,1.1,15000,1.06723,39.688
15,0.01,1.1,20000,0.965637,48.125
15,0.01,1.1,30000,1.016642,42.5
15,0.01,1.1,50000,0.929798,26.562
15,0.01,1.3,500,1.32808,40.312
15,0.01,1.3,1000,1.206757,48.438
15,0.01,1.3,2000,1.133501,27.187
15,0.01,1.3,3000,1.099562,42.5
15,0.01,1.3,5000,1.101034,30.938
15,0.01,1.3,7000,1.021088,46.875
15,0.01,1.3,10000,0.977551,42.812
15,0.01,1.3,15000,0.994472,41.25
15,0.01,1.3,20000,0.975076,46.562
15,0.01,1.3,30000,1.002826,38.75
15,0.01,1.3,50000,0.989051,45.625
15,0.01,1.5,500,1.319044,48.438
15,0.01,1.5,1000,1.229048,50
15,0.01,1.5,2000,1.133753,38.125
15,0.01,1.5,3000,1.087108,42.812
15,0.01,1.5,5000,1.023491,40.312
15,0.01,1.5,7000,1.025685,50
15,0.01,1.5,10000,0.987891,44.062
15,0.01,1.5,15000,0.941318,42.188
15,0.01,1.5,20000,1.044821,42.188
15,0.01,1.5,30000,0.975093,48.438
15,0.01,1.5,50000,0.989317,45.312
15,0.01,1.8,500,1.263061,48.438
15,0.01,1.8,1000,1.173356,51.562
15,0.01,1.8,2000,1.080759,35.625
15,0.01,1.8,3000,1.053174,47.812
15,0.01,1.8,5000,1.06691,48.438
15,0.01,1.8,7000,1.048765,38.75
15,0.01,1.8,10000,1.030649,37.5
15,0.01,1.8,15000,1.057288,49.375
15,0.01,1.8,20000,1.020108,35.938
15,0.01,1.8,30000,0.907384,31.562
15,0.01,1.8,50000,0.937609,40
15,0.03,0.03,500,1.739331,42.188
15,0.03,0.03,1000,1.667183,42.812
15,0.03,0.03,2000,1.605525,40.625
15,0.03,0.03,3000,1.567529,47.188
15,0.03,0.03,5000,1.516569,33.438
15,0.03,0.03,7000,1.474858,44.062
15,0.03,0.03,10000,1.397182,43.438
15,0.03,0.03,15000,1.334257,50.625
15,0.03,0.03,20000,1.322081,39.688
15,0.03,0.03,30000,1.276893,42.188
15,0.03,0.03,50000,1.152723,28.75
15,0.03,0.1,500,1.617595,34.062
15,0.03,0.1,1000,1.565845,32.812
15,0.03,0.1,2000,1.490657,45.938
15,0.03,0.1,3000,1.42903,50.625
15,0.03,0.1,5000,1.33568,34.062
15,0.03,0.1,7000,1.28953,48.125
15,0.03,0.1,10000,1.251317,35.938
15,0.03,0.1,15000,1.157161,37.188
15,0.03,0.1,20000,1.093233,35.938
15,0.03,0.1,30000,1.106327,41.562
15,0.03,0.1,50000,1.075511,42.188
15,0.03,0.3,500,1.518029,45
15,0.03,0.3,1000,1.402471,27.5
15,0.03,0.3,2000,1.328478,48.75
15,0.03,0.3,3000,1.212069,42.5
15,0.03,0.3,5000,1.171737,51.25
15,0.03,0.3,7000,1.128296,43.125
15,0.03,0.3,10000,1.104609,21.25
15,0.03,0.3,15000,1.075135,49.062
15,0.03,0.3,20000,1.112273,38.75
15,0.03,0.3,30000,1.101276,40.625
15,0.03,0.3,50000,1.019138,44.375
15,0.03,0.5,500,1.450661,44.062
15,0.03,0.5,1000,1.345797,38.125
15,0.03,0.5,2000,1.27734,33.75
15,0.03,0.5,3000,1.183377,50.625
15,0.03,0.5,5000,1.119223,35
15,0.03,0.5,7000,1.071662,27.812
15,0.03,0.5,10000,1.071033,45
15,0.03,0.5,15000,1.052472,42.188
15,0.03,0.5,20000,1.055711,40.312
15,0.03,0.5,30000,1.003426,41.25
15,0.03,0.5,50000,0.9507,40.625
15,0.03,0.7,500,1.418486,48.125
15,0.03,0.7,1000,1.258202,38.438
15,0.03,0.7,2000,1.228526,50.313
15,0.03,0.7,3000,1.115186,45.312
15,0.03,0.7,5000,1.089222,43.75
15,0.03,0.7,7000,1.099107,35.312
15,0.03,0.7,10000,1.048246,42.5
15,0.03,0.7,15000,1.029441,39.688
15,0.03,0.7,20000,1.037876,43.438
15,0.03,0.7,30000,1.029501,42.188
15,0.03,0.7,50000,0.977435,41.562
15,0.03,0.9,500,1.325508,40
15,0.03,0.9,1000,1.249964,48.438
15,0.03,0.9,2000,1.168132,41.562
15,0.03,0.9,3000,1.120851,43.125
15,0.03,0.9,5000,1.090472,46.25
15,0.03,0.9,7000,1.043224,35.625
15,0.03,0.9,10000,1.022009,47.5
15,0.03,0.9,15000,1.028958,12.188
15,0.03,0.9,20000,1.033989,43.125
15,0.03,0.9,30000,1.053863,46.25
15,0.03,0.9,50000,0.964103,40.625
15,0.03,1.1,500,1.328497,51.562
15,0.03,1.1,1000,1.222841,44.062
15,0.03,1.1,2000,1.15714,39.375
15,0.03,1.1,3000,1.142518,41.562
15,0.03,1.1,5000,1.044835,49.062
15,0.03,1.1,7000,1.024214,42.812
15,0.03,1.1,10000,1.036315,32.5
15,0.03,1.1,15000,1.030621,38.75
15,0.03,1.1,20000,0.98608,45.938
15,0.03,1.1,30000,1.008052,49.375
15,0.03,1.1,50000,0.983761,39.688
15,0.03,1.3,500,1.304325,46.562
15,0.03,1.3,1000,1.202897,33.125
15,0.03,1.3,2000,1.1312,42.188
15,0.03,1.3,3000,1.11975,45.312
15,0.03,1.3,5000,1.071153,40.625
15,0.03,1.3,7000,1.086817,9.062
